org_company_name;org_domain;org_category_list;org_category_group_list;org_uuid
Absolute Today;absolutetoday.com;Consulting,Direct Marketing,Email Marketing,Lead Generation,SEO,Social Media;Internet Services,Media and Entertainment,Sales and Marketing;aa0fa36d-a06b-4523-cb8c-1237ffe1a13a
QualityGates;quality-gates.com;Big Data,Software,Test and Measurement;Data and Analytics,Software;aa2a76b2-3452-6d31-dc25-685b16034a85
Quizlet;quizlet.com;EdTech,Education,Internet,Knowledge Management;Education,Internet Services,Software;aa36050d-c886-e132-2794-40360fa75fac
KickFlip;kickflipping.com;Apps,Gaming,Internet;Apps,Gaming,Internet Services,Software;aa6c1f54-74bd-4e68-5fca-e3b777c03ea1
Rentabilities;rentabilities.com;Real Estate,Software;Real Estate,Software;aa8e1403-1db8-e5bf-6b5c-423bb826ccfd
RiverLog Software Consulting & Advisory Services;riverlog.com;Big Data,Cloud Computing,Consulting;Data and Analytics,Internet Services,Software;aa8e6163-0489-9775-14dd-39638f87f999
Pingsta;pingsta.com;Cloud Computing,Consulting,Health Care,Information Services,SaaS;Health Care,Information Technology,Internet Services,Software;aab19bc4-fab8-838f-f4d4-957db3f2e585
Acunote;acunote.com;Analytics,Collaboration,Project Management,Public Relations,Software;Data and Analytics,Sales and Marketing,Software;ab346725-41c4-b4ec-43b9-a5a07662ef7d
HotDoodle;hotdoodle.com;Business Development,Web Design,Web Hosting;Design,Internet Services;ab4d82fd-14e0-919f-a021-15b867c3b29d
ICS Mobile;icsmobile.com;Mobile;Mobile;ab5810cf-544a-5e2b-fdb1-8c5fec49c93d
Nipendo;nipendo.com;B2B,Banking,Enterprise Software,Health Care,Software,Telecommunications;Financial Services,Hardware,Health Care,Lending and Investments,Software;abbcfb22-90c5-1da8-a733-2df5347967f1
myLykes;mylykes.com;Apps,Internet,Lifestyle,Personalization;Apps,Community and Lifestyle,Internet Services,Software;abd660e2-ff5a-bced-b198-479394e083b6
Causecast;causecast.com;Charity,Enterprise Software,Human Resources,Humanitarian,Non Profit,Social Entrepreneurship;Community and Lifestyle,Software;ac28c237-4f1c-2091-bdca-888af640b988
Modern Feed;modernfeed.com;Internet,Media and Entertainment,TV;Internet Services,Media and Entertainment,Video;ac5b5185-e0ae-c176-e76d-a8d0c907c5da
BroadPeak Partners;broadpeakpartners.com;Data Integration,Developer APIs,Enterprise Software;Data and Analytics,Information Technology,Software;ac6fec6f-abe4-f45b-670d-a1d058486857
Activa Live;activalive.com;Collaboration,Customer Service,Enterprise Software,Messaging;Information Technology,Internet Services,Messaging and Telecommunications,Software;ac8f5a01-f481-3996-4cf7-e2370595e519
Barcol Air USA;barcolairusa.com;Developer Tools,Manufacturing,Real Estate;Manufacturing,Real Estate,Software;acea9cb0-95a1-fd37-e5f6-4878aead099f
Freight Right Global Logistics;freightright.com;Analytics,Delivery,E-Commerce,Logistics,Shipping,Transportation;Administrative Services,Commerce and Shopping,Data and Analytics,Transportation;ad13bb49-0d4f-fbd7-569b-82eaeb11c5b0
Reveral Corp;reveral.com;Employment,Online Portals,Recruiting;Internet Services,Professional Services;ad3c40da-453a-213c-4d82-1a0be1aeed45
Dioscouri Design;dioscouri.com;E-Commerce,Software,Web Design;Commerce and Shopping,Design,Software;ad41f7ce-3d22-45d1-eb99-5c3257044cdf
Webcastr.com;webcastr.com;Digital Media,Online Portals,Video;Internet Services,Media and Entertainment,Video;ad54f413-c883-e64e-e4ce-b140945cb2fa
SourceSeek;sourceseek.com;Developer Platform,IT Infrastructure,Web Development;Information Technology,Software;ade98dc5-3ba0-d83d-b607-f9ce3ad8fe89
Heinrich Group;heinrichgroup.com;Analytics,Consulting,Predictive Analytics;Artificial Intelligence,Data and Analytics,Software;ae033e47-1601-cddf-6baf-08bfbb8946ef
Kekolabs;kekolabs.com;Application Performance Management,Developer Platform,Web Apps;Apps,Data and Analytics,Software;ae28aed1-ec69-85b3-fd59-621e63a528cb
Negri Electronics;negrielectronics.com;Mobile,Wireless;Hardware,Mobile;ae51951f-a610-410c-4523-b3f28319d8f3
Ujogo;ujogo.com;Gaming,Internet,Online Games;Gaming,Internet Services;ae6489c1-28b6-db60-a202-88dcac78fdde
Enernetics;enernetics.com;Software;Software;ae6ff9f4-5976-80ad-d51a-18be8db2b64b
iFrat Wars;ifratwars.com;Social Media;Internet Services,Media and Entertainment;ae7f4749-2a25-3229-2d91-d8628f7da0ad
AgIntegrated;agintegrated.com;Software;Software;af1bede9-d308-4a22-a5e1-fb1229d83ef1
WhatFriendsDo;whatfriendsdo.com;Hospitality,Internet;Internet Services,Travel and Tourism;af58c78b-b68a-1373-1869-a87438fb321b
Graphical Networks;graphicalnetworks.com;Software;Software;af625445-dc10-f611-a824-bc1b28f4b87c
West World Media;westworldmedia.com;News,Social Media,Social News;Content and Publishing,Internet Services,Media and Entertainment;af6df3db-3a07-33d8-701a-56ad29c07377
LumenData;lumendata.com;Analytics,Big Data,Cloud Data Services,Internet of Things,Machine Learning,Predictive Analytics;Artificial Intelligence,Data and Analytics,Information Technology,Internet Services,Software;b00481b6-b277-39ef-60ba-c4aa3ee1406f
AmazingTechProducts;amazingtechproducts.com;Consumer Electronics,Electronics,Internet,Public Relations,Software;Consumer Electronics,Hardware,Internet Services,Sales and Marketing,Software;b008de73-c825-5911-39b4-39bf0b064637
Penango;penango.com;Communications Infrastructure,Online Portals,Security;Hardware,Internet Services,Privacy and Security;b10bc76e-2f7d-bce9-805d-d665364e51d2
NetHooks;nethooks.com;Career Planning,Employment,Recruiting,Web Hosting;Internet Services,Professional Services;b144a38b-ef5b-01a0-c508-8777269a23a8
YingYang;yingyang.com;Social Media;Internet Services,Media and Entertainment;b1666bb3-1690-344a-7c43-c9856d476dc6
Attassa;attassa.com;Email,iOS,Mobile,Search Engine;Information Technology,Internet Services,Messaging and Telecommunications,Mobile,Platforms,Software;b1bf3ee7-468d-0c1d-428f-6311ccc83a64
Smartfish Technologies;smartfishtechnologies.com;Hardware,Software;Hardware,Software;b1fb07ce-ed5d-c6a1-219d-7ef8d77a70f8
Webalytics;webalytics.com;Analytics,Predictive Analytics,Service Industry;Artificial Intelligence,Data and Analytics,Software;b2395aff-b952-fd89-6dba-25692c971974
Intelligize;intelligize.com;Analytics,Information Technology,Web Browsers;Data and Analytics,Information Technology,Internet Services,Software;b23d353e-298b-548b-8c84-eae8c40b444b
Babble Soft;babblesoft.com;Mobile,Parenting;Community and Lifestyle,Mobile;b261ecf8-166b-a71e-8645-5812418ce460
Best Cruise Spot;bestcruisespot.com;Travel,Web Hosting;Internet Services,Travel and Tourism;b27d146d-51e4-4a60-c408-7ada7a446989
Apprenda;apprenda.com;Cloud Computing,Enterprise Software,PaaS,SaaS;Internet Services,Software;b28f42e8-5f05-36fb-a830-abd5e79895b6
Oyster Digital Media;oysterdigital.net;Developer APIs,Digital Media,Retail;Commerce and Shopping,Media and Entertainment,Software;b2a7c027-bee9-9e2d-d427-66ea6cd99966
Clearleap;clearleap.com;Media and Entertainment,Software,TV,Video Streaming;Content and Publishing,Media and Entertainment,Software,Video;b3069776-12eb-eb82-3c19-93fd054fad06
Povo;povo.com;Advertising,Developer Tools,Local;Advertising,Sales and Marketing,Software;b33a50ad-8ea7-5d94-7200-bfdf95488a27
ShowMyPC;showmypc.com;Collaboration,Customer Service,Meeting Software,Software;Messaging and Telecommunications,Software;b355f03f-f069-4430-f322-6b9d1a6107d4
Storspeed;storspeed.com;Information Technology,Network Hardware,Software;Hardware,Information Technology,Software;b36a361e-3688-5717-3893-a177d39b2f6d
littleye;littleye.com;Software;Software;b3a87d0f-8f81-177b-c0f1-ab1aa0fffe2a
Five Apes;5apes.com;Computer Vision,Enterprise Software,Machine Learning;Artificial Intelligence,Data and Analytics,Hardware,Software;b3f276eb-bbf9-6876-8b39-7ea70f190069
ElectricApps;electricapps.com;Cloud Computing,PaaS,Software;Internet Services,Software;b4662296-f0df-1b05-dbe7-8e545aec43b1
LeadVine;leadvine.com;B2B,E-Commerce,Enterprise Software,Internet,Lead Generation;Commerce and Shopping,Internet Services,Sales and Marketing,Software;b46b162c-6634-23a7-6084-bf5b5d5d605e
Neighborino;neighborino.com;Communities,Web Design,Web Development;Community and Lifestyle,Design,Software;b4f1b01a-3c64-0cde-eb07-6b171e7db106
UnboundID;unboundid.com;Cloud Computing,Cyber Security,Identity Management,Internet of Things,Mobile,Software;Information Technology,Internet Services,Mobile,Privacy and Security,Software;b55d83e6-efec-c0c0-a4ad-c9b70b8efc96
Visual Mobile Technologies;vmobiletech.com;Mobile;Mobile;b5cf51d6-3d86-a636-ef41-f2453b31439b
Someecards;someecards.com;E-Commerce,Gift Card,Web Apps;Apps,Commerce and Shopping,Financial Services,Software;b60c6a2d-4d5f-ecf9-a12b-bac61947f9e1
gWhiz;gwhizmobile.com;Android,iOS,Mobile;Mobile,Platforms,Software;b6291ca6-a6bd-45db-7c19-8963d8814602
Metrics Global;metricsglobal.com;Debit Cards,Financial Services,Mobile Payments;Financial Services,Mobile,Payments,Software;b62b3892-c4ab-4a85-af99-9ca784850ef2
Creative Citizen;creativecitizen.com;Developer Tools,Public Relations,Sustainability;Sales and Marketing,Software,Sustainability;b6707209-4562-d86c-18b3-cf8c72a2db99
GroupCard;groupcard.com;Apps,Gift Card,Payments,Social Media;Apps,Commerce and Shopping,Financial Services,Internet Services,Media and Entertainment,Payments,Software;b697dc09-5a1c-fc21-255d-c22e723ec470
GreenBytes;getgreenbytes.com;Enterprise Software,Infrastructure,Virtualization;Hardware,Information Technology,Software;b6c8e0ec-6c7a-405b-ffb1-a7893eaa2835
Best Growth Stock;bestgrowthstock.com;Market Research;Data and Analytics,Design;b6f2a198-2ffb-eac3-2248-4be76e45289b
ColdLight Solutions;coldlight.com;Business Intelligence,Cloud Computing,Predictive Analytics,SaaS,Software;Artificial Intelligence,Data and Analytics,Internet Services,Software;b7023c80-104a-a64a-831d-9ad84c64ecee
Zoosk;zoosk.com;Apps,Dating,Social Media;Apps,Community and Lifestyle,Internet Services,Media and Entertainment,Software;b73b0ad7-6d8f-568c-eb20-de0d99aa1ec5
TxTedge;txtedge.com;Advertising,Coupons,Mobile;Advertising,Commerce and Shopping,Mobile,Sales and Marketing;b75a5c8c-abe8-e14f-ecce-27ece1540703
Mosio;mosio.com;Clinical Trials,Messaging,mHealth,Mobile,SaaS,SMS;Health Care,Information Technology,Internet Services,Messaging and Telecommunications,Mobile,Software;b7690780-fad9-963a-b8f6-2292516cbe08
NetToons;nettoons.com;Animation,Developer Platform,Enterprise Software;Media and Entertainment,Software,Video;b776b44e-0e59-9fdc-dcac-5286e442c412
Riskpulse;riskpulse.com;Big Data,Risk Management,SaaS,Supply Chain Management;Data and Analytics,Software,Transportation;b78d5646-f627-6e6b-3120-d2a4ecdd0a68
Breakthrough Technology Group;btgroupinc.com;Information Services,Information Technology;Information Technology;b7dfe392-4f7e-4fe2-bb30-9d6ec9da1734
Xylome;xylome.com;Information Services,Information Technology,Manufacturing;Information Technology,Manufacturing;b81b1dd8-1943-c1a4-8a7a-216ddef4b366
ServiceLive;servicelive.com;Electronics,Internet,Marketplace;Commerce and Shopping,Consumer Electronics,Hardware,Internet Services;b83f50bf-33bb-aa8d-1855-69099773f489
SimpleScripts Inc.;simplescripts.com;Information Technology,Online Portals,Web Browsers;Information Technology,Internet Services,Software;b862c8af-053b-0458-24e1-9222e3803084
Nobex Technologies;nobexrc.com;Apps,Information Technology,Mobile,Telecommunications;Apps,Hardware,Information Technology,Mobile,Software;b8ac67c3-b80d-9cab-95c5-b73621678343
Simkl;simkl.com;Digital Entertainment,Enterprise Software,Internet,Messaging,Search Engine;Information Technology,Internet Services,Media and Entertainment,Messaging and Telecommunications,Software;b99d3f45-1406-d523-6e5f-d5891c2b85a4
Lifebooker.com;lifebooker.com;Advertising,Marketing,SaaS;Advertising,Sales and Marketing,Software;b9c58b8f-938a-bf89-a2a1-1473bb248b16
Ad-Juster, Inc.;ad-juster.com;Advertising,Analytics,Predictive Analytics,SaaS;Advertising,Artificial Intelligence,Data and Analytics,Sales and Marketing,Software;b9d1fa69-f683-1960-7298-bdc9819073c6
Mobile Commons;mobilecommons.com;Non Profit,Telecommunications;Hardware;b9d2631e-fdce-9a33-7fe5-b384d4e236c0
Inneractive;inner-active.com;Ad Exchange,Advertising,Marketing,Mobile Advertising,Mobile Apps;Advertising,Apps,Mobile,Sales and Marketing,Software;ba5c1c2c-824a-1457-453d-a7eefe47ac94
PassTheNotes.com;passthenotes.com;Apps,E-Learning,EdTech,Education,Human Resources,Mobile,Software;Apps,Education,Mobile,Software;bafa6dbb-e751-70a8-8467-7538601e25eb
Tioti;tioti.com;E-Commerce Platforms,Online Portals,TV;Commerce and Shopping,Internet Services,Media and Entertainment,Video;bb54be45-e941-a6f4-9f26-0d74d589da40
Siri;siri.com;Consumer Electronics,iOS,Software,Virtualization;Consumer Electronics,Hardware,Information Technology,Mobile,Platforms,Software;bb9d3b9a-686e-b99c-f014-56aa90531145
Signal 88 Security;signal88.com;Security;Privacy and Security;bc275560-5d8d-48cd-8233-57404d2ca452
AVANT;avantexperience.com;Brand Marketing,Education,Enterprise Software,iOS,Software,Web Development;Education,Mobile,Platforms,Sales and Marketing,Software;bc672772-7b34-05ff-ea74-c8c5c1e48559
UnlockCodeSource.com;unlockcodesource.com;Consumer Electronics,Mobile,Wholesale;Commerce and Shopping,Consumer Electronics,Hardware,Mobile;bc69331a-37d7-73a4-4499-ed39a8c57aaa
Handipoints;handipoints.com;Casual Games,Gaming,Video Games;Gaming;bc8dbe77-e2d6-343e-7e13-4fd3fc921627
TVGla;tvgla.com;Advertising,Apps,Art,B2B,Internet,Mobile;Advertising,Apps,Internet Services,Media and Entertainment,Mobile,Sales and Marketing,Software;bc9372f3-ec83-2c49-5fa2-35bf6d41fd9d
TimeWave Media;timewavemedia.com;Consulting,E-Commerce,Mobile,SEO,Social Media;Commerce and Shopping,Internet Services,Media and Entertainment,Mobile,Sales and Marketing;bca6f957-aba1-b888-c971-8ad64d42b564
Catch the Best;catchthebest.com;Employment,Recruiting,Search Engine;Internet Services,Professional Services;bcd0d8bd-0621-7a33-b1fb-73c82b6ac2f7
Smartcomm;smartcommllc.com;Mobile,Public Relations,Wireless;Hardware,Mobile,Sales and Marketing;bcf0c9d8-fa0f-6457-0879-aaace21f2fba
Electronic Media Publishing;electronicmediapublishing.com;Software;Software;bd288b83-9ee2-1178-7305-25ad3dd36749
EngagePoint;engagepoint.com;Enterprise Software,GovTech,Information Technology,Medical;Government and Military,Health Care,Information Technology,Software;bd8d60ef-6095-c89c-e6b0-31f739a50bbb
Sandbox Suites;sandboxsuites.com;Commercial Real Estate,Coworking,Rental Property,Virtual Assistant;Real Estate,Software;bd8fd9f4-bf35-2b65-ce3c-70506732786a
Thwapr;thwapr.com;iOS,Mobile,Photo Sharing,Photography,Video;Content and Publishing,Media and Entertainment,Mobile,Platforms,Software,Video;bd9185b2-e38a-3d8a-c73c-081292ee071b
FollowUp;followup.cc;SaaS,Sales;Sales and Marketing,Software;bd93506b-77ba-b33b-7791-ebabe541085c
Taaz;taaz.com;Fashion,Photography,Social Network;Clothing and Apparel,Content and Publishing,Design,Internet Services,Media and Entertainment;bdc21c65-e238-1f0c-8b95-15d3b75b631b
Informed.co;informed.co;Analytics,SaaS,Software;Data and Analytics,Software;bdc696b9-1a63-85bd-adf5-b7214ad1acd3
FilmCrave;filmcrave.com;Private Social Networking,Social Media;Community and Lifestyle,Internet Services,Media and Entertainment;be97301e-47fb-7b88-9f17-52ab841ae34a
Livemocha;livemocha.com;Education,Internet,Language Learning;Education,Internet Services;be9fe350-1f7e-c468-00e5-e977d65c0541
Q-Sensei;qsensei.com;Search Engine;Internet Services;bf206ed1-8094-d83e-eb08-7f0815edd108
BidMyCrib;bidmycrib.com;Home Renovation,Software;Real Estate,Software;bf24c1b5-5639-95f7-9f76-53401e70d54d
WizIQ;wiziq.com;EdTech,Education;Education,Software;bf6874d6-b2ab-7ca1-60b8-bff6a22db594
myJambi;myjambi.com;E-Commerce,Social Media;Commerce and Shopping,Internet Services,Media and Entertainment;bf7fdf02-1b17-0cb2-a01d-a71790e04db4
Paydici;paydici.com;Billing,Payments;Financial Services,Payments,Software;bf8b665e-0c55-a631-d325-0dc957af7949
TCube Solutions;tcubesolutions.com;Information Technology;Information Technology;bf9bf0d7-c2a0-4fc9-9134-11fb63fb3834
Delta Risk;delta-risk.net;Network Security,Security;Information Technology,Privacy and Security;c01bf327-e389-d0cf-dd77-3d9056d59d85
Tag-a-Pic;tagapic.com;Software;Software;c0728840-ce4d-ebf1-7ce5-128beb31089f
Admeris;admeris.com;E-Commerce,Mobile,Mobile Payments,Payments;Commerce and Shopping,Financial Services,Mobile,Payments,Software;c09997b5-9900-9a23-d5f3-231f83ee552e
AKUDA LABS;akuda.com;Big Data,Social Media;Data and Analytics,Internet Services,Media and Entertainment;c0b12d07-4585-fc15-7de9-8178b7a275db
Real Time Tomography;realtimetomography.com;Software;Software;c0cad32d-011b-9a9e-c2fb-c660caa81399
Fantasy Sports Portal;fantasysp.com;Fantasy Sports,News,Sports;Content and Publishing,Gaming,Media and Entertainment,Sports;c0f03f5c-2195-5d4e-c5c8-fa2365d16a14
Trapp Online;trapponline.com;Cloud Computing,Software,Web Hosting;Internet Services,Software;c114b257-ba16-1d17-384d-59582c2d52a8
LoudDoor;louddoor.com;Internet,Social Media;Internet Services,Media and Entertainment;c154b158-c78f-5835-1850-c015a563652b
AgileCraft;agilecraft.com;Information Technology,Service Industry,Software;Information Technology,Software;c1572fed-fd26-0dfc-0c0b-4b6175715a2a
Kigo;kigo.net;SaaS,Software,Travel;Software,Travel and Tourism;c17b601f-4217-9f12-7298-d4facc08d4f5
Gowalla;gowalla.com;Location Based Services,Photography,Private Social Networking,Travel;Community and Lifestyle,Content and Publishing,Data and Analytics,Internet Services,Media and Entertainment,Navigation and Mapping,Travel and Tourism;c1c0d8ae-e662-c99c-c218-82da3fdc3191
HelpMeSue;helpmesue.com;E-Commerce,Identity Management,Law Enforcement,Legal;Commerce and Shopping,Government and Military,Information Technology,Privacy and Security,Professional Services;c1c7a368-60f3-b7ec-8303-a09040df5135
Quantum4D;quantum4d.com;Software;Software;c1c95c23-958e-ac19-0d4a-12df31f327f7
Suncore;suncoresolar.com;Battery,Mobile,Solar;Energy,Mobile,Natural Resources,Sustainability;c1e30f05-9ba8-2379-c46a-cd886ce3e197
DanceJam;dancejam.com;Music,Social Media,Video;Internet Services,Media and Entertainment,Music and Audio,Video;c1e6cf33-362f-a925-7463-a7955ebe0164
FiberTower;fibertower.com;Telecommunications,Transportation,Wireless;Hardware,Mobile,Transportation;c25085c8-7ae6-3934-cbac-c391d3894cd0
Vitamin D;vitamindinc.com;Analytics,Service Industry,Video;Data and Analytics,Media and Entertainment,Video;c2c7525c-41c1-12dd-3b6b-50539b693cd2
Pawaa Software;pawaa.com;Cyber Security,Security;Information Technology,Privacy and Security;c2d39fbf-2fb1-20a0-e0fa-a29aa175c8a8
FlyPaper Technologies;flypaper.com;Content,Digital Signage,Software;Media and Entertainment,Sales and Marketing,Software;c2d517a8-7fcf-6c97-6172-fedc19f72c58
Bandize;bandize.com;Art,Music,Software;Media and Entertainment,Music and Audio,Software;c3183d94-6509-b2f4-9035-fca9e124e286
Mini Cities;minicities.com;Coupons,Local,Search Engine;Commerce and Shopping,Internet Services;c32031b7-ca11-257c-bfaa-e0b471f23de2
RecipeMatcher;recipematcher.com;Cooking,Recipes,Web Browsers;Food and Beverage,Internet Services,Software;c3684e62-2ac2-62c1-5e3d-d75ab40635fe
4iNNO, LLC;4inno.com;Advanced Materials,Business Development,Consumer Goods,Consumer Research,Information Technology,Innovation Management,Life Science,Management Consulting,Wearables;Biotechnology,Consumer Electronics,Consumer Goods,Data and Analytics,Design,Hardware,Information Technology,Manufacturing,Professional Services,Science and Engineering;c3a8d93f-e117-61cb-56ab-d606de3bf86a
Izenda, Inc.;izenda.com;Analytics,Business Intelligence,Data Visualization,Embedded Software,Software;Data and Analytics,Design,Information Technology,Software;c3e283c8-545f-47ce-d7fb-5e1fa347ff3e
PeopleDoc;people-doc.com;Enterprise Software,Human Resources,Innovation Management,Internet,SaaS;Internet Services,Software;c4e4cd3a-e748-9c29-7023-2ac4d2885fa6
BlueStripe;bluestripe.com;IT Management,Software,Web Development;Information Technology,Software;c523a2ba-34c6-e941-4c1c-590cb34bfd84
Rheonix;rheonix.com;Biotechnology,Health Diagnostics,Homeland Security,Medical Device;Biotechnology,Health Care,Privacy and Security,Science and Engineering;c67baef1-5ee1-21bb-c21c-16a6d31e8b68
CollegeWikis;collegewikis.com;Developer Tools,Education,Information Technology,Messaging,Social Media,Universities;Education,Information Technology,Internet Services,Media and Entertainment,Messaging and Telecommunications,Software;c68b5bc7-37ed-41c0-a06c-a398f7cb1ff6
mySkin;myskin.com;Beauty,Hardware,Health Care,Image Recognition,Mobile,Search Engine,Software;Consumer Goods,Data and Analytics,Hardware,Health Care,Internet Services,Mobile,Software;c6da0aea-455e-a8d9-7bac-5c115d78c534
CriticalPast;criticalpast.com;Art,Image Recognition,Video;Data and Analytics,Media and Entertainment,Software,Video;c6fcbb4f-4d0b-2d11-27d6-c25c11a9bf3a
BeSmartee;besmartee.com;FinTech,Software;Financial Services,Software;c700832e-95fc-8398-72fb-0b493098b590
weSRCH;wesrch.com;Electronics,Events,GreenTech,Market Research,Medical;Consumer Electronics,Data and Analytics,Design,Events,Hardware,Health Care,Media and Entertainment,Sustainability;c712ef87-839d-2e24-b099-ba9c0fadf692
Monster Arts;monsterarts.net;Analytics;Data and Analytics;c74a2b41-081c-72d4-50a5-51789f584445
Dadaphile;dripbook.com;Apps,Marketing,Professional Services;Apps,Sales and Marketing,Software;c762a17d-ebc7-59ac-d4d5-1009741b2546
UpDown;updown.com;Collaboration,Financial Services,Social Media;Financial Services,Internet Services,Media and Entertainment;c7b79c3d-cb65-9841-0c46-ae6220be87a4
Billfish Software;billfishsoftware.com;Business Development,Enterprise Software;Software;c8225bc1-045d-bf8e-d7db-75d3d78d63e8
GovWin;govwin.com;Enterprise Software,Freelance,Government;Government and Military,Professional Services,Software;c85ed1f3-9cc8-79a3-1020-fd5867e1aa8b
GadgetTrak;gadgettrak.com;Mobile,Security,Software;Mobile,Privacy and Security,Software;c86ae888-db37-31bc-5544-31ddbada5521
TrueNorth Technology Solutions, Inc.;truenorthtechnology.com;Software;Software;c876f660-3226-3149-cfe6-6be98a76a519
Pendo Systems;pendosystems.com;Artificial Intelligence,Asset Management,Cloud Data Services,Data Integration,Data Mining,Financial Services,FinTech,Insurance,Machine Learning,Software;Artificial Intelligence,Data and Analytics,Financial Services,Information Technology,Internet Services,Science and Engineering,Software;c90a6789-55e0-4810-35f3-d0fadf234841
Uversity;uversity.com;Education,Predictive Analytics;Artificial Intelligence,Data and Analytics,Education,Software;c95da866-b88f-8192-fb77-0605e6eaa876
JobCrank;jobcrank.com;Career Planning,Employment,Human Resources,Recruiting,Search Engine;Internet Services,Professional Services;c95e3927-561c-9fd8-4d9f-b53b251d1efc
Compulsivo;compulsivoco.com;Software;Software;c9800476-c233-5829-6a6e-2688e6f67e7c
Gogobeans;gogobeans.com;File Sharing,Mobile;Mobile,Software;c9899650-16c9-e365-67f7-46dbd01de41e
EveryBlock;everyblock.com;Local,News,Web Browsers;Content and Publishing,Internet Services,Media and Entertainment,Software;c9b8b4f0-c888-5fbe-49eb-096c06dd6f70
Lucid Motors;lucidmotors.com;Automotive,Electric Vehicle,Software;Software,Transportation;c9dc4213-8e3c-5140-93d0-2318b8ade55d
AGILIRON;agiliron.com;CRM,E-Commerce,Email Marketing,Enterprise Software,Retail,SaaS,Small and Medium Businesses,Wholesale;Commerce and Shopping,Information Technology,Sales and Marketing,Software;ca511ec4-f1ec-bf8e-074d-860c5b95a1bf
Novus;novus.com;Analytics,Finance,Financial Services;Data and Analytics,Financial Services;ca875ed7-2dc6-697c-00c2-e61b23687d4e
Ayehu Software Technologies;ayehu.com;Cyber Security,Data Center Automation,IT Infrastructure,IT Management,Software;Hardware,Information Technology,Privacy and Security,Software;ca987935-c57e-d2f2-933f-e7f65e500e2f
Audentio;audent.io;Android,iOS,Web Development;Mobile,Platforms,Software;cbcb5719-ebd9-5b88-236f-69177283af13
Meet Now Live;meetnowlive.com;Location Based Services,Mobile,Nightlife;Data and Analytics,Events,Internet Services,Media and Entertainment,Mobile,Navigation and Mapping;cc186529-affb-f1e1-0463-0a21706ae1aa
Envia Systems;enviasystems.com;Battery,Electrical Distribution,Energy Storage,Hardware;Energy,Hardware;cc2647ae-a59d-eb8b-2e5d-8f8a4d2301ec
SezWho;sezwho.com;Blogging Platforms,Social Media;Content and Publishing,Internet Services,Media and Entertainment;cc4fef42-b002-e416-1601-771399ba008e
Virtual Employee;virtualemployee.com;Accounting,Animation,Data Mining,Digital Marketing,Embedded Software,Financial Services,Legal,Outsourcing,Software,Staffing Agency,Web Development;Administrative Services,Data and Analytics,Financial Services,Information Technology,Media and Entertainment,Professional Services,Sales and Marketing,Software,Video;cce31ef1-f11f-cc7d-aa6b-fb55288f76e7
Third Solutions;thirdsolutions.com;Enterprise Software,Mobile Apps,Real Time;Apps,Mobile,Software;ccf9d83e-ee76-0d11-a69b-4ce3ae5e4111
Ziios;ziios.com;CRM,Information Technology,Sports;Information Technology,Sales and Marketing,Software,Sports;cd09da4c-bc36-b9dc-7cad-1e60146312dc
FileLater;filelater.com;Business Intelligence,E-Commerce,Payments;Commerce and Shopping,Data and Analytics,Financial Services,Payments;cd206fba-1dfb-ea50-5849-b7b8c0141c84
Gravityspot;gravityspot.com;Resorts,Sports,Travel,Web Hosting;Internet Services,Sports,Travel and Tourism;cd8a9e40-e30f-0d82-1aad-738ad45c3acf
Dipity;dipity.com;Apps,Social Media;Apps,Internet Services,Media and Entertainment,Software;ce073dde-3d5a-4952-c6a2-1039df71d081
Backstop;backstopllp.com;Enterprise Software,Legal,Software;Professional Services,Software;ce2392d8-914f-3da5-1cec-ba91b19153b9
Crowdcast;crowdcast.com;Collaboration,Location Based Services,Software;Data and Analytics,Internet Services,Navigation and Mapping,Software;ce443753-f74f-d686-1a75-045984865807
SheZoom;shezoom.com;Web Hosting;Internet Services;ce45f8d3-52b7-80ad-6e97-d86da08e888b
HitsTech;hitstech.net;Government,Information Services,Information Technology;Government and Military,Information Technology;ce9e8f72-87dd-2350-e2af-40881c718568
Techweavers IT Solutions;tech-weavers.com;Mobile,Software,Web Design;Design,Mobile,Software;cee53d80-52ed-fc93-19e9-dab50615f666
FLLU;fllu.com;Advertising,Content,Mobile,Social Media Advertising,Social Media Marketing;Advertising,Media and Entertainment,Mobile,Sales and Marketing;cefe5a30-5f5b-57dd-0e9f-be0ad5389c68
SliceFinder;slicefinder.com;Hardware,Hospitality,Internet,Mobile,Restaurants,Search Engine;Food and Beverage,Hardware,Internet Services,Mobile,Travel and Tourism;cf4041b0-c653-448c-4de9-4a221f332a0a
iHound Software;ihoundsoftware.com;Software;Software;cf534b38-0155-9202-feff-d6bcc9e36359
Socrata;socrata.com;Analytics,Cloud Computing,Cloud Data Services,Enterprise Software,GovTech;Data and Analytics,Government and Military,Information Technology,Internet Services,Software;cf9b7eed-8b2d-4a84-5727-4286fee14a49
Galgal Sytems;galgalsystems.com;Semantic Web,Software;Internet Services,Software;cf9df5f3-7be5-77e8-459e-315d8d20bb69
Hunch Free;hunchfree.com;Advertising,Local,Semantic Search,SEO,Social Media,Social Media Marketing;Advertising,Internet Services,Media and Entertainment,Sales and Marketing;cfd03d3b-f726-88fb-feac-2b3e5a0db2fa
VideoNuze;videonuze.com;Internet,News,Publishing,Video Streaming;Content and Publishing,Internet Services,Media and Entertainment,Video;cfd1afa5-c125-f655-80b7-d4265490cdbf
